0.250000	0.235888
0.750000	0.228768
1.250000	0.225905
1.750000	0.225028
2.250000	0.226004
2.750000	0.225595
3.250000	0.226103
3.750000	0.225272
4.250000	0.222044
4.750000	0.221320
5.250000	0.221020
5.750000	0.221157
6.250000	0.222963
6.750000	0.222319
7.250000	0.220721
7.750000	0.221750
8.250000	0.222291
8.750000	0.223338
9.250000	0.223917
9.750000	0.221787
10.250000	0.222666
10.750000	0.224501
11.250000	0.224714
11.750000	0.223971
12.250000	0.222234
12.750000	0.220459
13.250000	0.219659
13.750000	0.221123
14.250000	0.221496
14.750000	0.222599
15.250000	0.225051
15.750000	0.226106
16.250000	0.225656
16.750000	0.224568
17.250000	0.226199
17.750000	0.229258
18.250000	0.229674
18.750000	0.228864
19.250000	0.228847
19.750000	0.226473
20.250000	0.224819
20.750000	0.222924
21.250000	0.222435
21.750000	0.223553
22.250000	0.223604
22.750000	0.224032
23.250000	0.225847
23.750000	0.226859
24.250000	0.225948
24.750000	0.225587
25.250000	0.224174
25.750000	0.223924
26.250000	0.224643
26.750000	0.224984
27.250000	0.226487
27.750000	0.227664
28.250000	0.225734
28.750000	0.225652
29.250000	0.226475
29.750000	0.224623
30.250000	0.224094
30.750000	0.225994
31.250000	0.226652
31.750000	0.225127
32.250000	0.223813
32.750000	0.222311
33.250000	0.221512
33.750000	0.220489
34.250000	0.219160
34.750000	0.216829
35.250000	0.215728
35.750000	0.215230
36.250000	0.215825
36.750000	0.215823
37.250000	0.215330
37.750000	0.215508
38.250000	0.217487
38.750000	0.218013
39.250000	0.219034
39.750000	0.218589
40.250000	0.218250
40.750000	0.217332
41.250000	0.214105
41.750000	0.213067
42.250000	0.212285
42.750000	0.210417
43.250000	0.208750
43.750000	0.207447
44.250000	0.208912
44.750000	0.212480
45.250000	0.214928
45.750000	0.217072
46.250000	0.218893
46.750000	0.218486
47.250000	0.220773
47.750000	0.221319
48.250000	0.218297
48.750000	0.218226
49.250000	0.217538
49.750000	0.215775
50.250000	0.217806
50.750000	0.221978
51.250000	0.221971
51.750000	0.222330
52.250000	0.223887
52.750000	0.225155
53.250000	0.226087
53.750000	0.228029
54.250000	0.227593
54.750000	0.226989
55.250000	0.228085
55.750000	0.227985
56.250000	0.226507
56.750000	0.223334
57.250000	0.220520
57.750000	0.221161
58.250000	0.221041
58.750000	0.220257
59.250000	0.220892
59.750000	0.222727
60.250000	0.223391
60.750000	0.220775
61.250000	0.218157
61.750000	0.217279
62.250000	0.218218
62.750000	0.213846
63.250000	0.178906
63.750000	0.193582
